1,1,999,999,1,1,999,999,1,1,1,999,999,1,1,999,999,1,1,1,999,999,1,1,999,999,1,1,1,999,999,1,2,999,999,3
5,3,4,4,2,999,2,1,4,5,2,4,4,5,999,1,1,1,8,3,4,3,2,999,1,1,2,5,3,5,5,2,999,3,2,3
2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,999,1,4,1,1,1,1,1,2,999,1,2,3,2,1,1,3,1,999,2,5,1,2,1,1,6,4,999,5,5
2,2,2,2,2,3,2,2,2,4,5,2,4,2,4,3,2,3,4,1,2,2,2,2,2,2,2,4,6,4,3,4,2,4,4,4
7,999,5,999,5,7,1,2,999,9,999,5,999,6,6,1,1,999,5,999,7,999,5,1,1,6,999,7,999,3,999,1,1,1,1,999
1,1,1,1,999,5,1,1,1,1,5,1,1,999,6,1,4,1,1,1,1,1,999,1,1,1,1,1,1,1,1,999,1,1,2,1
999,1,7,999,1,1,999,1,999,999,1,7,999,6,1,999,1,999,999,1,1,999,1,1,999,1,999,999,1,5,999,1,1,999,1,999
1,1,999,1,999,1,999,1,999,1,1,999,1,999,1,999,1,999,1,1,999,1,999,1,999,1,999,1,1,999,1,999,1,999,1,999
1,1,1,999,1,1,1,1,1,1,1,1,999,1,1,1,1,1,1,1,1,999,1,1,1,1,1,1,1,1,999,1,1,1,1,1
999,1,1,1,1,1,999,999,1,999,1,1,1,1,1,999,999,1,999,1,1,1,1,1,999,999,1,999,1,1,4,6,1,999,999,1
2,999,2,999,1,1,2,999,999,3,999,1,999,5,2,1,999,999,4,999,1,999,1,2,3,999,999,3,999,1,999,1,2,4,999,999
1,1,1,1,1,1,1,1,999,1,1,2,1,1,1,1,1,999,1,1,1,1,1,1,4,1,999,1,6,7,3,5,4,3,2,999
2,1,2,4,3,2,3,5,2,2,1,2,4,5,3,3,4,4,1,1,2,2,2,2,4,4,2,2,3,2,2,3,4,3,3,2
6,2,1,2,5,6,4,3,3,1,2,1,6,4,3,2,3,4,3,2,2,3,5,3,3,4,4,1,2,3,5,6,3,4,3,4
1,1,999,1,1,1,1,1,2,1,1,999,1,1,1,1,1,1,3,3,999,1,3,4,3,3,4,3,2,999,2,3,4,4,5,3
1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1
999,1,6,1,1,1,999,2,1,999,1,4,1,4,1,999,2,1,999,1,1,1,1,1,999,2,1,999,1,1,1,1,1,999,2,1
1,2,1,1,1,2,1,1,1,4,5,1,2,2,2,1,1,2,2,2,1,1,1,3,1,2,1,2,3,1,1,1,1,1,1,1
1,1,1,1,999,1,999,1,999,1,1,1,5,999,4,999,5,999,2,1,1,1,999,1,999,1,999,3,1,1,1,999,1,999,1,999
7,2,1,1,1,1,4,1,1,8,3,3,1,1,1,1,1,1,2,2,1,1,1,1,1,4,1,2,2,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,2,1,1,1,1,3,1,1,2,1,2,2,1,2,5,2,1
1,1,1,1,1,3,1,1,1,1,2,4,1,1,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1
2,2,1,1,1,1,999,1,1,1,1,1,1,1,1,999,1,1,1,1,1,1,1,1,999,1,1,1,2,1,3,1,4,999,1,1
3,1,2,2,3,1,1,1,1,6,2,4,1,3,3,2,2,3,3,1,3,2,3,2,2,2,2,6,3,2,1,3,1,2,1,2
1,1,3,7,5,5,2,2,3,3,1,7,4,2,6,5,7,3,1,1,1,1,1,1,1,1,1,8,3,3,3,3,1,1,2,2
999,9,4,999,5,6,1,1,999,999,5,7,999,4,8,4,1,999,999,5,6,999,1,5,1,1,999,999,9,7,999,1,1,5,1,999
1,1,999,1,1,1,1,1,1,3,1,999,2,3,1,1,1,1,1,1,999,8,4,1,1,1,1,6,1,999,2,4,1,2,1,1
1,1,2,2,2,2,1,2,2,3,1,3,1,3,2,3,2,3,1,1,1,1,4,2,1,3,1,4,5,2,4,3,2,2,4,2
1,2,1,999,1,1,2,1,1,5,1,5,999,2,7,7,3,6,1,1,1,999,1,1,2,4,1,1,1,1,999,2,2,2,3,1
1,999,1,1,1,1,999,1,1,1,999,1,1,1,1,999,1,1,1,999,1,1,1,1,999,1,1,1,999,1,1,1,1,999,1,1
1,1,1,1,1,1,1,1,999,1,1,3,1,1,1,5,1,999,5,3,2,1,1,1,1,1,999,1,1,4,1,1,1,1,1,999
999,1,1,999,999,999,1,1,1,999,1,1,999,999,999,1,1,1,999,1,1,999,999,999,1,1,1,999,6,1,999,999,999,1,1,1
1,1,1,999,1,1,1,1,1,1,1,1,999,1,1,1,1,1,1,1,1,999,1,2,1,3,1,1,1,1,999,1,1,1,1,1
999,999,1,1,1,1,1,999,999,999,999,1,1,1,1,1,999,999,999,999,1,1,1,1,1,999,999,999,999,2,1,1,2,1,999,999
1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
1,1,1,999,1,999,1,1,1,1,1,1,999,1,999,1,1,1,1,1,1,999,1,999,1,2,1,1,1,1,999,1,999,1,1,1
1,1,999,1,1,1,1,1,1,1,1,999,1,1,1,1,1,1,1,1,999,1,1,1,1,1,1,1,1,999,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,6,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,999,999,1,1,1,1,1,1,1,999,999,1,2,1,1,1,1,1,999,999,1,1,1,1,1,1,1,999,999,1,1,1,1,1
999,999,1,1,1,1,1,1,1,999,999,1,1,1,1,1,1,1,999,999,1,1,1,1,1,1,1,999,999,1,1,1,1,1,1,5
4,1,2,1,2,1,1,1,1,4,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,6,2,3,3,1,1,1,1,1
2,1,1,999,1,1,999,1,1,4,2,1,999,1,2,999,1,1,4,1,1,999,1,1,999,1,1,5,2,1,999,2,1,999,3,1
999,1,1,999,1,1,1,999,1,999,1,1,999,2,1,6,999,1,999,1,1,999,8,1,4,999,1,999,2,1,999,1,1,1,999,2
999,3,1,1,999,3,2,999,2,999,2,1,5,999,2,2,999,6,999,2,1,2,999,5,2,999,1,999,6,1,4,999,9,2,999,7
2,1,999,1,999,1,1,1,999,1,1,999,1,999,1,1,1,999,1,3,999,1,999,5,1,1,999,8,1,999,1,999,4,1,1,999
1,1,1,1,999,1,1,1,1,1,1,1,1,999,1,1,1,2,1,1,1,1,999,1,1,1,1,1,1,1,1,999,1,1,1,1
1,1,1,1,1,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,5,2,3,1,1,1,2,3,2,2,2,2,2,1
1,1,1,1,999,1,1,1,1,1,1,1,1,999,1,1,1,1,1,1,1,1,999,1,1,1,1,1,1,1,1,999,1,1,1,1
1,1,1,1,1,1,999,1,1,2,1,1,1,1,1,999,1,1,1,1,1,1,1,1,999,1,1,1,1,1,1,1,1,999,1,1
1,1,2,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
1,1,1,1,1,2,1,1,1,4,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,999,1,3,1,1,1,1,3,1,999,1,1,1,1,1,3,1,1,999,2,2,1,1,1,2,2,1,999,1,2,1,3,1,1
1,1,1,7,999,999,7,1,6,1,7,1,1,999,999,1,4,8,1,8,1,1,999,999,7,5,7,1,9,1,7,999,999,6,1,1
